,stop,type
15336,"Stalden-Saas, Bahnhof",Bus
15337,"Visp, Schwimmbad",Bus
15338,"Visp, Fassji",Bus
15339,"Visp, Kleegärten",Bus
15340,"Baltschieder, Kumme",Bus
15341,"Visp, Spital",Bus
15342,"Visp, Friedhof",Bus
15343,"Visp, Schlüsselacker",Bus
15344,"St. Niklaus VS, Feuerwehrlokal",Bus
15345,"St. Niklaus VS, Bord",Bus
15346,"St. Niklaus VS, Altersheim",Bus
15347,"St. Niklaus VS, Riedacker",Bus
15348,"St. Niklaus VS, Meiggern",Bus
15349,"Visp, Seewjini",Bus
15350,"Visp, Stundhaus",Bus
15351,"Stalden VS, Stahlen",Bus
15352,"Stalden VS, Rebwyer",Bus
15353,"St. German, Dorfplatz",Bus
15354,"Saas-Grund, Post",Bus
15355,"Saas-Grund, Niwi",Bus
15356,"Saas-Grund, Parkplatz Bergbahn",Bus
15357,"Saas-Grund, Bergbahnen",Bus
15358,"Saas-Fee, Fluh",Bus
15359,"Saas-Grund, Altersheim",Bus
15360,"Saas-Grund, Unter dem Berg",Bus
15361,"Saas-Fee, Wildi",Bus
15362,Tamatten,Bus
15363,Bidermatten,Bus
15364,"Saas-Balen, Edelweiss",Bus
15365,"Saas-Balen, Dorf",Bus
15366,"Saas-Balen, zur kl. Kapelle",Bus
15367,Niedergut,Bus
15368,"Eisten, Zum Tann",Bus
15369,"Eisten, Bodenbrücke",Bus
15370,Huteggen,Bus
15371,"Eisten, Ahorn",Bus
15372,"Eisten, Randfluh",Bus
15373,"Eisten, Zen Eisten",Bus
15374,"Eisten, Post",Bus
15375,"Eisten, Fluhbalmen",Bus
15376,"Eisten, Raftgarten",Bus
15377,Resti,Bus
15378,"Stalden VS, Pollern",Bus
15379,"Stalden VS, Bärgji",Bus
15380,"Stalden VS, Illas",Bus
15381,"Stalden VS, Weng",Bus
15382,"Stalden VS, Merjen",Bus
15383,"Stalden VS, Ackersand/Post",Bus
15384,"Lalden, Dorf",Bus
15385,"Brigerbad, Mittagsfluh",Bus
15386,"Eyholz, Post",Bus
15387,"Eyholz, Brücke",Bus
15388,"Eyholz, Abzw. Lalden",Bus
15389,Neubrück VS,Bus
15390,"Stalden VS, Mühlackern",Bus
15391,"Saas-Fee, Busterminal",Bus
15392,"Brigerbad, Dorf",Bus
15393,"Saas-Almagell, Post",Bus
15394,"Saas-Almagell, Lehn",Bus
15395,"Saas-Almagell, Sportplatz",Bus
15396,"Saas-Almagell, Alpien",Bus
15397,"Saas-Almagell, Waldegg",Bus
15398,"Saas-Almagell, Zermeiggern",Bus
15399,"Saas-Almagell, Eienalp",Bus
15400,Mattmark,Bus
15401,"Saas-Grund, Zenlauinen",Bus
15402,"Saas-Grund, untere Brücke",Bus
15403,"Saas-Grund, Unter den Bodmen",Bus
15404,"Stalden VS, Grossacker",Bus
15405,"Stalden VS, Mühlebach",Bus
15406,"Stalden VS, Walchgraben",Bus
15407,"Törbel, Brunnen",Bus
15408,"Törbel, Chämbricheer",Bus
15409,"Törbel, Oberbrunnen",Bus
15410,"Törbel, Bachtoli",Bus
15411,"Törbel, Sportplatz",Bus
15412,"Törbel, Unterflüh",Bus
15413,"Törbel, Burgen",Bus
15414,"Törbel, Leischa",Bus
15415,"Törbel, Post",Bus
15416,"Törbel, Halmern",Bus
15417,"Törbel, Oberdorf",Bus
15418,"Törbel, Ueberfeld",Bus
15419,"Törbel, Furen",Bus
15420,"Törbel, Furenmatten",Bus
15421,"Törbel, Abzw. Zeneggen",Bus
15422,"Törbel, Bina",Bus
15423,"Törbel, Site",Bus
15424,"Törbel, Zen Springen",Bus
15425,"Törbel, Eischbiel",Bus
15426,"Z'Nivu, Skilift",Bus
15427,"Törbel, Treichelboden",Bus
15428,Moosalp,Bus
15429,"Bürchen, Rest. Panorama",Bus
15430,"Bürchen, Bürchneralp",Bus
15431,"Baltschieder, Erb",Bus
15432,"Baltschieder, Cavallo",Bus
15433,"Eggerberg, Windegg",Bus
15434,"Baltschieder, Kreuzmatte",Bus
15435,"Baltschieder, Post",Bus
15436,"Baltschieder, Hof",Bus
15437,"Ausserberg, Chronufluo",Bus
15438,"Ausserberg, Abzw. St. German",Bus
15439,"Ausserberg, Dorf",Bus
15440,"Ausserberg, Distern",Bus
15441,"Ausserberg, Stapfa",Bus
15442,"Ausserberg, Bahnhof",Bus
15443,"Ausserberg, Hohtenn",Bus
15444,"Ausserberg, Brandenhütten",Bus
15445,"Ausserberg, Giblätt",Bus
15446,"Visp, Tschill",Bus
15447,"Visperterminen, Toppi",Bus
15448,"Eggerberg, Eggen",Bus
15449,"Eggerberg, Burg",Bus
15450,"Eggerberg, Telli",Bus
15451,"Eggerberg, Hohwang",Bus
15452,"Eggerberg, Stärruacker",Bus
15453,"Eggerberg, Schmitta",Bus
15454,"Eggerberg, Wyer",Bus
15455,"Eggerberg, Sulzacker",Bus
15456,"Eggerberg, Finnen",Bus
15457,"Eggerberg, Berg",Bus
15458,"Eggerberg, Engeruhüs",Bus
15459,"Eggerberg, Kummelti",Bus
15460,"Eggerberg, Dorf",Bus
15461,"Eggerberg, Mühlackern",Bus
15462,"Eggerberg, Schliecht",Bus
15463,"Eggerberg, Weitmatten",Bus
15464,"Visperterminen, Bächji",Bus
15465,"Visperterminen, Unterstalden",Bus
15466,"Visperterminen, Chlei Derfji",Bus
15467,"Visperterminen, Oberstalden",Bus
15468,"Bitzinen, Abzw.",Bus
15469,"Visperterminen, Chrizji",Bus
15470,Niederhäusern,Bus
15471,"Visperterminen, Dorfeingang",Bus
15472,"Visperterminen, Schulhaus",Bus
15473,"Visperterminen, Busterminal",Bus
15474,"Visp, Untere Albe",Bus
15475,"Visp, Albe",Bus
15476,"Visp, Forsthaus",Bus
15477,"Visp, Ried",Bus
15478,"Zeneggen, Klettergarten",Bus
15479,"Bürchen, Albenwald",Bus
15480,Zenstadlen,Bus
15481,"Zeneggen, Kirche",Bus
15482,"Zeneggen, Bänna",Bus
15483,"Zeneggen, Alt Zeneggen",Bus
15484,"Zeneggen, Tola",Bus
15485,"Zeneggen, Gstei",Bus
15486,"Zeneggen, Mittlere Hellela",Bus
15487,"Zeneggen, Sonnenberg",Bus
15488,"Zeneggen, Schönegg",Bus
15489,"Zeneggen, Wicherried",Bus
15490,"Zeneggen, Saal",Bus
15491,"Zeneggen, Obere Hellela",Bus
15492,"Bürchen, Bethania",Bus
15493,"Bürchen, Egga",Bus
15494,"Bürchen, Diebjen",Bus
15495,"Bürchen, Lischweide",Bus
15496,"Bürchen, Eischmatten",Bus
15497,"Bürchen, Station",Bus
15498,"Bürchen, Bürchnerhof",Bus
15499,"Bürchen, Ronalp",Bus
15500,"Bürchen, Zenhäusern",Bus
15501,"Bürchen, Ibri",Bus
15502,"Bürchen, Schigarten",Bus
15503,"Bürchen, Obscha",Bus
15504,"Bürchen, Zum Oberhüs",Bus
15505,"Bürchen, Hasel",Bus
15506,"Bürchen, Ackermatte",Bus
15507,"St. Niklaus VS, Bahnhof",Bus
15508,"St. Niklaus VS, Schulhaus",Bus
15509,"St. Niklaus VS, Stock",Bus
15510,"St. Niklaus VS, Zen-Achern",Bus
15511,"St. Niklaus VS, Wichel",Bus
15512,"St. Niklaus VS, Rossen",Bus
15513,"St. Niklaus VS, Flieltinen",Bus
15514,"St. Niklaus VS, Bodmen",Bus
15515,Niedergrächen,Bus
15516,"Grächen, Fuhrmatten",Bus
15517,"Gasenried, Hubeln",Bus
15518,"Grächen, Nessien",Bus
15519,"Gasenried, Chäschermatte",Bus
15520,"Grächen, Stadlen",Bus
15521,"Grächen, Binen",Bus
15522,"Grächen, Schmidji",Bus
15523,"Grächen, Matten",Bus
15524,"Grächen, Post",Bus
15525,"Gasenried, Erbji",Bus
15526,"Gasenried, Post",Bus
15527,"St. Niklaus VS, Ballacker",Bus
15528,"Herbriggen, Breitmatten",Bus
15529,"Herbriggen, Bahnhof",Bus
15530,"Herbriggen, Mattsand",Bus
15531,"St. Niklaus VS, Biffig",Bus
15532,"St. Niklaus VS, Gehri",Bus
15533,"Zermatt, ZenStecken",Bus
15534,"Zermatt, Kirchbrücke",Bus
15535,"Zermatt, Brücke zum Steg",Bus
15536,"Zermatt, Matterhorn Talstation",Bus
15537,"Zermatt, Vispa",Bus
15538,"Zermatt, Luchre",Bus
15539,"Zermatt, Getwingbrücke",Bus
15540,"Zermatt, Schlüematta",Bus
15541,"Zermatt, Spiss",Bus
15542,"Zermatt, Wiestiboden",Bus
15543,"Zermatt, Bahnhof",Bus
15544,"Zermatt, Rothornbahn",Bus
15545,"Zermatt, Untere Matten",Bus
15546,"Zermatt, Wiestibrücke",Bus
15547,"Zermatt, Kapelle Winkelmatten",Bus
15548,"Zermatt, Wichje",Bus
15549,"Goppenstein, Bahnhof",Bus
15550,"Ferden, Schulhaus",Bus
15551,"Steg VS, Mittal",Bus
15552,"Ferden, Dorf",Bus
15553,"Hohtenn, Abzw.",Bus
15554,"Kippel, Post",Bus
15555,"Kippel, Altersheim",Bus
15556,"Wiler (Lötschen), Talstation",Bus
15557,"Wiler (Lötschen), Dorf",Bus
15558,"Wiler (Lötschen), Gschteinät",Bus
15559,Ried (Lötschen),Bus
15560,"Blatten (Lötschen), Brücke",Bus
15561,"Blatten (Lötschen), Post",Bus
15562,"Blatten (Lötschen), Eisten",Bus
15563,"Blatten (Lötschen), Kühmad",Bus
15564,"Hohtenn, Dorf",Bus
15565,"Blatten (Lötschen), Langglets.",Bus
15566,Fafleralp,Bus
15567,"Morgins, garage communal",Bus
15568,"Morgins, poste",Bus
15569,"Collombey, Les Neyres Chapelle",Bus
15570,"Bitsch, Unners Äbnet",Bus
15571,"Bitsch, Sattel",Bus
15572,"Bitsch, Baletscha",Bus
15573,"Bitsch, Wasen",Bus
15574,"Bitsch, Eiche",Bus
15575,"Choëx, Les Bessettes",Bus
15576,Le Sépey (Monthey),Bus
15577,"Choëx, Les Condémines",Bus
15578,"Monthey, Champian",Bus
15579,La Loëx,Bus
15580,"Choëx, Fin de Choëx",Bus
15581,"Naters, Moos",Bus
15582,"Birgisch, Eiholz",Bus
15583,"Blatten b. Naters, Eija",Bus
15584,"Blatten b. Naters, Montanara",Bus
15585,Schlucht,Bus
15586,"Birgisch, Bord",Bus
15587,"Birgisch, Brunnuschiirli",Bus
15588,"Birgisch, Parkplatz",Bus
15589,"Mund, untere Wartfluh",Bus
15590,"Mund, Bachtola",Bus
15591,"Mund, Kummegga",Bus
15592,"Mund, Brunnen",Bus
15593,"Mund, Dorf",Bus
15594,"Naters, Sengg",Bus
15595,"Naters, Bitschji",Bus
15596,Geimen,Bus
15597,"Naters, Rafji",Bus
15598,"Naters, Mehlbaum",Bus
15599,"Naters, Ahorn",Bus
15600,"Blatten b. Naters, Soll",Bus
15601,"Les Giettes, anc. poste",Bus
15602,"Les Cerniers, restaurant",Bus
15603,"Ried-Brig, Post",Bus
15604,"Ried-Brig, Bleiken",Bus
15605,"Ried-Brig, Rufigraben",Bus
15606,"Ried-Brig, Altersheim",Bus
15607,"Ried-Brig, Brei",Bus
15608,Schallberg,Bus
15609,"Ried-Brig, Biela",Bus
15610,"Ried-Brig, Mürini",Bus
15611,"Eisten, Ganter",Bus
15612,"Termen, Feldgraben",Bus
15613,"Ried-Brig, Lauenen",Bus
15614,"Eisten, Ganterbrücke",Bus
15615,"Berisal, Kehr",Bus
15616,"Berisal, Brände",Bus
15617,"Berisal, Eggen",Bus
15618,"Rothwald, Ganterwald",Bus
15619,"Rothwald, Post",Bus
15620,Schallbett,Bus
15621,"Simplon Pass, Simplonblick",Bus
15622,"Simplon Kulm, Bellevue",Bus
15623,"Simplon Hospiz, Hospiz",Bus
15624,"Simplon, Monte Leone",Bus
15625,"Simplon Dorf, Niwen",Bus
15626,"Simplon Dorf, Hospiz-Niederalp",Bus
15627,Engeloch VS,Bus
15628,"Simplon Dorf, Maschihüs",Bus
15629,"Simplon Dorf, Eggen",Bus
15630,"Simplon Dorf, Blatt",Bus
15631,"Simplon Dorf, Post",Bus
15632,Gabi (Simplon),Bus
15633,"Simplon Dorf, Alte Kaserne",Bus
15634,"Gondo, Ramserna",Bus
15635,"Iselle, Stazione",Bus
15636,"Zwischbergen, Hof",Bus
15637,"Zwischbergen, Belleggen",Bus
15638,Preglia di Crevoladossola,Bus
15639,"Villadossola, Villagio Sisma",Bus
15640,"Domodossola, via Torino",Bus
15641,"Domodossola, via Sant'Antonio",Bus
15642,"Domodossola, Ospedale",Bus
15643,"Domodossola, piazza Repubblica",Bus
15644,"Domodossola, via Scappacino",Bus
15645,"Domodossola, Corso Cairoli 20",Bus
15646,"Domodossola, via di Vittorio",Bus
15647,Vogogna/Piedimulera,Bus
15648,Caddo,Bus
15649,Crevoladossola,Bus
15650,Ponte di Crevola,Bus
15651,"Crodo, Bagni",Bus
15652,"Domodossola, piazza Orsi Mose",Bus
15653,"Villadossola, Centro",Bus
15654,"Villadossola, Stab Sisma",Bus
15655,"Villadossola, Corso Italia",Bus
15656,"Villadossola, Via B. Novello",Bus
15657,"Villadossola, Corso Sempione",Bus
15658,"Villadossola, Bivio Gaggio",Bus
15659,"Domodossola, via Turati",Bus
15660,Cosasca di Trontano,Bus
15661,Calice,Bus
15662,"Domodossola, Cappuccina",Bus
15663,Mocogna,Bus
15664,Gabbio,Bus
15665,"Gravellona Toce, crociera",Bus
15666,"Termen, Dorfplatz",Bus
15667,"Ried-Brig, Talstation LRR",Bus
15668,"Zwischbergen, Bord",Bus
15669,"Zwischbergen, Sera",Bus
15670,Bettmeralp,Bus
15671,Riederalp West,Bus
15672,"Fiesch, Bahnhof",Bus
15673,"Fiesch, Luftseilbahn",Bus
15674,"Fiesch, Dorf",Bus
15675,"Fürgangen, Abzw. Bahnhof",Bus
15676,"Fiesch, Abzw. Feriendorf",Bus
15677,"Fiesch, Altersheim",Bus
15678,"Niederwald, Bahnhof",Bus
15679,"Ernen, Z'Brigg",Bus
15680,"Lax, Bahnhof",Bus
15681,"Fiesch, Moos",Bus
15682,"Fieschertal, Wichel",Bus
15683,"Fieschertal, Dorfplatz",Bus
15684,"Binn, Dorf",Bus
15685,"Binn, Langthal",Bus
15686,"Binn, Giesse",Bus
15687,Steinmatten,Bus
15688,"Binn, Campingplatz",Bus
15689,"Ausserbinn, Hubel",Bus
15690,"Ausserbinn, Dorfplatz",Bus
15691,"Ausserbinn, Wengi",Bus
15692,"Ernen, Wasen-Zauberwald",Bus
15693,"Ernen, Dorfplatz",Bus
15694,"Ernen, Aragon",Bus
15695,"Mühlebach (Goms), Brücke",Bus
15696,"Ernen, Niederernen",Bus
15697,"Mühlebach (Goms), Dorf",Bus
15698,Betten Talstation,Bus
15699,"Grengiols, Oberdeisch",Bus
15700,"Grengiols, Dorfzufahrt Nord",Bus
15701,Grengiols,Train
15702,Mörel,Train
15703,"Binn, Fäld",Bus
15704,"Binn, Brunnebiel",Bus
15705,"Mühlebach (Goms), Ernergalen",Bus
15706,"Steinhaus, Dorfplatz",Bus
15707,"Monthey, Stade Pottier",Bus
15708,"Val-d'Illiez, gare",Bus
15709,"Les Crosets, télécabine",Bus
15710,"Champoussin, village",Bus
15711,"Unterägeri, Spinnerei",Bus
15712,"Unterägeri, Zimmel",Bus
15713,"Unterägeri, Zentrum",Bus
15714,"Unterägeri, Klinik Adelheid",Bus
15715,"Unterägeri, Chlösterli",Bus
15716,"Unterägeri, Seefeld",Bus
15717,"Unterägeri, Buechli",Bus
15718,"Oberägeri, Lohmatt",Bus
15719,"Oberägeri, Fischmatt",Bus
15720,"Oberägeri, Station",Bus
15721,"Oberägeri, Pfrundhaus",Bus
15722,"Oberägeri, Breiten",Bus
15723,"Oberägeri, Maienmatt",Bus
15724,"Oberägeri, Ländli",Bus
15725,"Alosen, Schmidte",Bus
15726,"Alosen, Dorf",Bus
15727,"Alosen, Giregg",Bus
15728,"Alosen, Brämenegg",Bus
15729,"Alosen, Raten",Bus
15730,"Menzingen, Kreuzegg",Bus
15731,"Menzingen, Moosstrasse",Bus
15732,"Menzingen, Weid",Bus
15733,"Menzingen, Post",Bus
15734,"Menzingen, Institut",Bus
15735,"Menzingen, Stalden",Bus
15736,"Finstersee, Kirche",Bus
15737,"Menzingen, Brettigen",Bus
15738,"Finstersee, Seehof",Bus
15739,"Walchwil, Bahnhof",Bus
15740,"Walchwil, Sternenmatt",Bus
15741,"Walchwil, Mütschi",Bus
15742,"Walchwil, Gerbi",Bus
15743,"Walchwil, Lido",Bus
15744,"Walchwil, Sagenbrugg",Bus
15745,"Walchwil, Oberwihel",Bus
15746,"Walchwil, Grueb",Bus
15747,"Walchwil, Engel",Bus
15748,"Walchwil, St. Adrian",Bus
15749,"Walchwil, Hörndli",Bus
15750,"Walchwil, Rufibach",Bus
15751,"Arth, Rötlen",Bus
15752,"Walchwil, Zämattli",Bus
15753,"Walchwil, Aesch",Bus
15754,"Walchwil, Chellen",Bus
15755,"Walchwil, Usseregg",Bus
15756,"Walchwil, Hintermettlen",Bus
15757,"Walchwil, Oberhalten",Bus
15758,"Walchwil, Blimoos",Bus
15759,"Walchwil, Oberdorf",Bus
15760,"Walchwil, Obersagen",Bus
15761,"Hünenberg, Seeblick",Bus
15762,"Hagendorn, Rumentikon",Bus
15763,"Hagendorn, Blumenweg",Bus
15764,"Cham, Niederwil Schulhaus",Bus
15765,"Hagendorn, Lorzenmatt",Bus
15766,"Cham, Niederwil",Bus
15767,"Cham, Oberwil",Bus
15768,"Cham, Langacker",Bus
15769,"Cham, Pfad",Bus
15770,"Cham, Eizmoos",Bus
15771,"Hagendorn, Hofmatt",Bus
15772,"Hagendorn, Ziegelei-Museum",Bus
15773,"Hagendorn, Grobenmoos",Bus
15774,"Cham, Heiligkreuz",Bus
15775,"Cham, Lindencham",Bus
15776,"Cham, Hammer",Bus
15777,"Hünenberg, Badi Hünenberg",Bus
15778,"Hünenberg, Langrüti",Bus
15779,"Hünenberg, Rothus",Bus
15780,"Oberwil b. Zug, Murpfli",Bus
15781,"Walchwil, Lotenbach",Bus
15782,"Rotkreuz, Sagi",Bus
15783,"Rotkreuz, Weihermatt",Bus
15784,"Rotkreuz, Küntwil",Bus
15785,"Menzingen, Wilen",Bus
15786,"Finstersee, Bostadel",Bus
15787,"Menzingen, Harget",Bus
15788,"Morgarten, Oberbüel",Bus
15789,"Morgarten, Eierhals",Bus
15790,"Morgarten, Haselmatt",Bus
15791,"Morgarten, Denkmal",Bus
15792,"Morgarten, Hotel",Bus
15793,"Morgarten, Sydefade",Bus
15794,"Sattel, Schornen",Bus
15795,"Sattel, Hageggli",Bus
15796,"Neuheim, Felderhus",Bus
15797,"Neuheim, Dorf",Bus
15798,"Neuheim, Sarbach",Bus
15799,"Neuheim, Falken",Bus
15800,"Neuheim, Tal",Bus
15801,Uitikon Waldegg,Train
15802,Ringlikon,Train
15803,Rümlang,Train
15804,Oberglatt,Train
15805,Pfungen,Train
15806,Hüntwangen-Wil,Train
15807,Zweidlen,Train
15808,Räterschen,Train
15809,Uster,Train
15810,Wetzikon,Train
15811,Bubikon,Train
15812,Hinwil,Train
15813,Kempten,Train
15814,Pfäffikon ZH,Train
15815,Affoltern am Albis,Train
15816,Hedingen,Train
15817,Mettmenstetten,Train
15818,Bonstetten-Wettswil,Train
15819,Knonau,Train
15820,Birmensdorf ZH,Train
15821,Niederhasli,Train
15822,Dielsdorf,Train
15823,Steinmaur,Train
15824,Schöfflisdorf-Oberweningen,Train
15825,Niederweningen Dorf,Train
15826,Niederweningen,Train
15827,"Schönenberg ZH, Post",Bus
15828,"Schönenberg ZH, Neubad",Bus
15829,"Schönenberg ZH, Zweierhof",Bus
15830,"Schönenberg ZH, Sonne",Bus
15831,"Schönenberg ZH, Aesch",Bus
15832,"Schönenberg ZH, Mühlestalden",Bus
15833,"Schönenberg ZH, Wolfbühl",Bus
15834,"Schönenberg ZH, Tanne",Bus
15835,"Wädenswil, Beichlen",Bus
15836,"Wädenswil, Feld",Bus
15837,"Wädenswil, Herrlisberg",Bus
15838,"Wädenswil, Sandhof",Bus
15839,"Wädenswil, Oedischwend",Bus
15840,"Wädenswil, Friedhof",Bus
15841,"Wädenswil, Mühlebach",Bus
15842,"Wädenswil, Waisenhausstrasse",Bus
15843,"Wädenswil, Forschungsanstalt",Bus
15844,"Wädenswil, Schlossbergstrasse",Bus
15845,"Wädenswil, Schmiedstube",Bus
15846,"Wädenswil, Eichweid",Bus
15847,"Wädenswil, Baumgarten",Bus
15848,"Wädenswil, Campus Grüental",Bus
15849,"Wädenswil, Meierhof-Rain",Bus
15850,"Wädenswil, Sonnenrainstrasse",Bus
15851,"Wädenswil, Coop",Bus
15852,"Wädenswil, Bahnhof",Bus
15853,"Wädenswil, Schwanen",Bus
15854,"Wädenswil, Ceder",Bus
15855,"Wädenswil, Glärnisch",Bus
15856,"Hütten, Schöntal",Bus
15857,"Hütten, Schulhaus",Bus
15858,"Hütten, Friedhof",Bus
15859,"Hütten, Segel",Bus
15860,"Wädenswil, Chalchtaren",Bus
15861,"Wädenswil, Neubühl",Bus
15862,"Wädenswil, Hintere Rüti Ost",Bus
15863,"Wädenswil, Hintere Rüti West",Bus
15864,"Wädenswil, Winterberg",Bus
15865,"Wädenswil, Hangenmoos",Bus
15866,"Wädenswil, Gulmenmatt",Bus
15867,"Wädenswil, Krähbach",Bus
15868,"Wädenswil, Tobelrain",Bus
15869,"Wädenswil, Hallenbad/Frohmatt",Bus
15870,"Horgen, Bahnhof",Bus
15871,"Horgen, Gumelenstrasse",Bus
15872,"Horgen, Altes Gemeindehaus",Bus
15873,"Horgen, Dorfgasse",Bus
15874,"Horgen, untere Mühle",Bus
15875,"Horgen, Stocker",Bus
15876,"Horgen, Baumgärtlihof",Bus
15877,"Horgen, Waidli",Bus
15878,"Horgen, Säntisstrasse",Bus
15879,"Horgen, Bergli",Bus
15880,"Horgen, Widmerheim",Bus
15881,"Horgen, Heubach",Bus
15882,"Horgen, Stotzweid/Feller",Bus
15883,"Horgen, Sunnehügeli",Bus
15884,"Horgen, Gehren",Bus
15885,"Horgen, Gstaldenrank",Bus
15886,"Horgenberg, Moorschwand",Bus
15887,"Horgenberg, Wührenbach",Bus
15888,"Horgenberg, Hinterklausen",Bus
15889,"Horgenberg, Vorderklausen",Bus
15890,"Horgenberg, Widenbach",Bus
15891,"Hirzel, Neuhaus",Bus
15892,"Hirzel, Strickler",Bus
15893,"Hirzel, Wolfisbühl",Bus
15894,"Hirzel, Kirche",Bus
15895,"Hirzel, Katholische Kirche",Bus
15896,"Hirzel, Post",Bus
15897,"Horgen, Enderholz",Bus
15898,"Hirzel, Spitzen",Bus
15899,"Horgen, Hanegg",Bus
15900,"Schönenberg ZH, Müsli",Bus
15901,"Wädenswil, Töbelibach",Bus
15902,"Horgen, Arn",Bus
15903,"Horgen, Bocken",Bus
15904,"Horgen, Waldegg",Bus
15905,"Horgen, Schnegg",Bus
15906,"Horgen, Reithy",Bus
15907,Zollikon,Train
15908,Küsnacht Goldbach,Train
15909,Küsnacht ZH,Train
15910,Erlenbach ZH,Train
15911,Winkel am Zürichsee,Train
15912,Herrliberg-Feldmeilen,Train
15913,Meilen,Train
15914,Uetikon,Train
15915,Männedorf,Train
15916,Stäfa,Train
15917,Uerikon,Train
15918,"Richterswil, Chrummbächli",Bus
15919,"Richterswil, Im Leemann",Bus
15920,"Richterswil, Speerstrasse",Bus
15921,"Richterswil, Untere Schwanden",Bus
15922,"Richterswil, Obermatt",Bus
15923,"Samstagern, Frohberg",Bus
15924,"Samstagern, Sagenbach",Bus
15925,"Samstagern, Im Walder",Bus
15926,"Samstagern, Zopfschmitten",Bus
15927,Waldburg,Train
15928,Spital Zollikerberg,Train
15929,Zollikerberg,Train
15930,Waltikon,Train
15931,"Zumikon, Waltikon",Train
15932,Zumikon,Train
15933,"Zumikon, Dorfzentrum",Train
15934,Maiacher,Train
15935,Neue Forch,Train
15936,Forch,Train
15937,"Forch, Bahnhof",Train
15938,"Maiacher, Station",Train
15939,Scheuren,Train
15940,"Scheuren, Station",Train
15941,Neuhaus bei Hinteregg,Train
15942,Hinteregg,Train
15943,Egg,Train
15944,Langwies ZH,Train
15945,Emmat,Train
15946,"Egg, Station",Train
15947,"Hinteregg, Station",Train
15948,"Neuhaus bei Hinteregg, Station",Train
15949,Esslingen,Train
15950,"Wettswil a.A., Dettenbühl",Bus
15951,"Wettswil a.A., Dorf",Bus
15952,"Wettswil a.A., Schürli",Bus
15953,"Wettswil a.A., Bäumlisächer",Bus
15954,"Wettswil a.A., Langächer",Bus
15955,"Affoltern a. A., Weinberg",Bus
15956,"Affoltern a. A., Stigeli",Bus
15957,"Ringlikon, Gättern",Bus
15958,"Ringlikon, Dorf",Bus
15959,"Stallikon, Sellenbüren",Bus
15960,Regensdorf-Watt,Train
15961,Zürich Affoltern,Train
15962,Buchs-Dällikon,Train
15963,Otelfingen Golfpark,Train
15964,Kaiserstuhl AG,Train
15965,"Wettswil a.A., Rehweid",Bus
15966,"Wettswil a.A., Beerimoos",Bus
15967,"Mettmenstetten, Oberdorf",Bus
15968,"Mettmenstetten, Bahnhof",Bus
15969,"Rifferswil, Unterrifferswil",Bus
15970,"Rifferswil, Hausmatte",Bus
15971,"Rifferswil, Post",Bus
15972,"Mettmenstetten, Rossauerstr.",Bus
15973,"Hauptikon, Dorf",Bus
15974,"Rifferswil, Seleger Moor",Bus
15975,"Uerzlikon, Dorf",Bus
15976,"Hausen am Albis, Grindlen",Bus
15977,"Hausen am Albis, Post",Bus
15978,"Hausen am Albis, Heisch",Bus
15979,"Hausen am Albis, Bifang",Bus
15980,"Hausen am Albis, Tüfenbach",Bus
15981,"Hausen am Albis, Albisbrunn",Bus
15982,"Aeugst am Albis, Grossacher",Bus
15983,"Aeugst am Albis, Dorf",Bus
15984,"Hausen am Albis, Vollenweid",Bus
15985,"Aeugst am Albis, Höchweg",Bus
15986,"Hausen am Albis, Riedmatt",Bus
15987,"Aeugst am Albis, Müliberg",Bus
15988,"Affoltern a. A., Lilienberg",Bus
15989,"Aeugstertal, Kloster",Bus
15990,"Aeugstertal, Landhus",Bus
15991,"Stallikon, Wolfenhof",Bus
15992,"Stallikon, Loomatt",Bus
15993,"Stallikon, Aegerten",Bus
15994,"Stallikon, Gamlikon",Bus
15995,"Stallikon, Aumüli",Bus
15996,"Wettswil a.A., Chilenholzstr.",Bus
15997,"Stallikon, Tägerst",Bus
15998,"Mettmenstetten, Wissenbach",Bus
15999,"Kappel am Albis, Kloster",Bus
16000,"Mettmenstetten, Rossau",Bus
16001,Uerzlikon,Bus
16002,"Kappel am Albis, Allenwinden",Bus
16003,"Hausen am Albis, Türlersee",Bus
16004,"Ebertswil, Schulhaus",Bus
16005,"Langnau am Albis, Hinteralbis",Bus
16006,"Langnau a.A., Albispasshöhe",Bus
16007,"Thalwil, Bahnhof",Bus
16008,"Thalwil, Mühlebachplatz",Bus
16009,"Thalwil, Zentrum",Bus
16010,"Thalwil, Schützenhaus",Bus
16011,"Thalwil, Feldstrasse",Bus
16012,"Thalwil, Ebnet",Bus
16013,"Gattikon, Gattikerhöhe",Bus
16014,"Gattikon, Obstgarten",Bus
16015,"Gattikon, Gattikerhof",Bus
16016,"Langnau-Gattikon, Bahnhof",Bus
16017,"Langnau am Albis, Dorf",Bus
16018,"Langnau a.A.,Schwerzi-Wildpark",Bus
16019,"Langnau am Albis, Unteralbis",Bus
16020,"Langnau am Albis,Oberrenggstr.",Bus
16021,"Langnau am Albis, Mittelalbis",Bus
16022,Bauma,Train
16023,Steg,Train
16024,Saland,Train
16025,Fischenthal,Train
16026,Wila,Train
16027,Gibswil,Train
16028,Wald,Train
16029,Tann-Dürnten,Train
16030,Kollbrunn,Train
16031,Rikon,Train
16032,Rämismühle-Zell,Train
